feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,segment,region,target
1.184867495532239,-3.0271177578192967,-2.463059432248028,2.8852145249566292,1.5053217260194849,-1.5345129216736404,-3.006662447648516,1.0999893487831645,-0.21079605566501614,1.2369169903673083,-0.06383348872629499,-2.5299516929753905,1.6420620191745323,0.19717084398446577,0.8852173593563273,0.9026813486534957,3.771182878667211,0.6731301074499169,0.21951561616268533,-6.51845611293264,2.3403478039669343,4.700830380429186,-8.603941373364243,-5.232399846997721,C,Central,0
-0.10111204786776738,-5.86278990751273,2.366269214916561,-6.767651906885908,2.0089465111901315,2.472383109895861,-4.984487410280785,-2.1476011041846244,-0.499082384207719,-2.8237263238762624,2.173327671575556,3.3999831823699775,3.601684789009711,-0.30223237181668305,3.440599909523497,1.3720167576985314,-1.9105192263581343,-0.6225808451304755,-1.2707032796455788,4.323292030531496,0.0868618767450311,-2.5015119869402977,2.7025149129554,2.947448741954844,C,North,1
6.790003246697791,-0.8235064924124791,-0.8935577367578049,-0.03038214227063912,1.025641096646287,0.6952479223140158,-1.104195075994227,1.6620686527709276,0.6353980167123785,2.118692455972279,-1.5204298521441193,-2.52878524700616,1.2928324243946427,0.7313127823956391,-0.960204182989506,1.2571484494685086,1.4906481243273675,2.522685789610393,0.49388269570949295,-9.416785024570778,1.4919440036656275,-2.0068830701861264,-2.3142695322498774,1.9707759433100964,D,Central,1
-2.446006236406408,3.5118151054871913,-1.8778077131359074,3.216306458049986,-0.9457159252294116,3.6669825734713135,3.459468527410127,5.6499320295415725,-3.0349826719941366,1.4305971964777071,0.3249206263702566,-0.7904239954049899,-5.887551600160723,-0.2941077709239494,4.880816467063592,-5.479012635204268,-3.9714443266479775,-1.8976439386464423,-1.3878774628873716,8.216976240126934,-0.8236562536331214,18.251745222636604,6.111905412558891,-7.266975293632146,B,Central,0
-6.895403277386061,-1.9916356204582275,-1.1826343350759048,2.878304196651615,1.5648853801826468,-3.7606471510872543,-2.656110058487725,-3.552421019166206,-0.7239931081996436,0.6923887534147799,-0.5773114607047838,-0.05909336863297254,0.9511154447583647,0.9969043313968593,0.2679874489627937,-1.9492093780013693,0.3192316158577906,0.54287250759779,-1.1649556604829516,1.7206570516988484,-2.067366750773584,-1.748398037560078,0.9090364992363612,-0.33926159165884306,A,Central,1
-6.903727334988801,9.654433336191751,-3.360075088801038,-2.766816169314015,-0.1673044218339797,0.5338680307010617,4.386607840220891,1.619853514073883,2.8303693501490264,-0.312879486816655,0.11662454001126092,2.92436837831763,-7.791980300325839,1.6298691547510749,3.6491412019729412,-2.9137521787487906,-3.447940328816785,0.11762279655890984,-0.6740265472699329,3.1184131464323204,-1.1898293813055059,10.687069319832572,7.967874472011292,-2.982272310549807,A,South,0
-2.433619630606967,-7.10059592543887,3.309134447630569,13.518328881113016,-0.5197772682535587,-6.335518679146145,2.21528249295751,5.541215748574806,-3.1151230604363103,-0.6259288063825317,-0.17322484326322593,-2.8503549574005715,-2.396359410725583,0.9469184737353108,-2.0958271526576944,2.783948755022651,2.42316523533134,-0.9378013445835585,-1.151579177797465,5.356409016934532,-2.446779639713873,2.4071903710111475,0.8410927484472331,-3.8466300210084325,B,North,1
-2.925226391456924,-1.9145067685101977,1.2564551785407505,1.118569685875001,0.06414060507052764,2.0554886499423635,0.4642888614655917,0.9409988959472237,-1.4899823890612343,-0.2871743947038431,-0.4834657639176749,0.33026181108749986,-0.40085350535181086,0.7660807327253796,2.834347464600849,-2.222646304005454,-0.40281844515951004,-1.9785050369236181,-0.6741942190047651,7.7186067569440455,-2.143251429833912,5.578307329066128,0.9923067183766495,-2.6018904246177463,B,Central,1
2.5396888154608623,3.322123437189171,-0.3547214911574832,-6.273315248564358,0.6692174869335251,4.588012413062167,-2.2529497706065595,-1.655190521728509,1.214221194152442,1.427358649025576,0.33382040441327554,-0.06400891821320287,-2.0209826498562666,-0.5384475952467263,0.8046435582888118,0.167750919157037,1.9588554707968255,-0.8352806138528699,-0.09767093748007007,-9.451518271378808,3.6487497897956915,0.46021388687797987,-6.443681449838958,1.2615655722005923,C,Central,0
5.098737582131239,2.12015074061175,-5.2559928440451795,-0.8641615618459783,-1.6836813984389982,-0.07558616517353212,-0.7646943179997369,3.2738691213126634,1.1148109520397367,3.1381223454646445,0.6127063296193023,0.2656657980572925,-1.1520222348500262,-0.7227865196606073,-0.6721799159410355,-1.7470525314421081,-2.0598943717459424,0.09472831361367606,0.6539248202008935,-7.725342007501455,0.4895668725058776,7.930443329160661,6.642070805197419,1.581471896522081,D,Central,1
-0.3089691092695861,-2.3400710776350153,-1.925741776130319,9.703761734024653,0.23641298209678027,-0.7505024928099611,1.3775786729200465,2.98194723104369,-2.815900533659163,-4.247081876372958,-0.576405649002546,-2.8136902946320212,3.434689414478221,-0.7313462232083958,-0.8650869970380385,-1.6196315320236647,3.6116763142830846,0.5605953931254952,-1.0808575625560917,1.4661742056364861,-2.542850154931731,-3.7908921562060756,-3.18272687887866,0.22842653158858184,B,Central,1
1.0247317649514187,4.713881419296497,3.919341146193068,-4.937355420005102,1.7255621861100967,1.6727211769174368,4.532661718739956,-0.38400526791593714,-3.258064055514041,-3.369309404572735,-0.024222048206083893,2.9291461322223284,1.3576341841108448,0.4403246655707306,2.131880834427307,-2.5611474853477016,-3.5043818735413965,0.3322675310718992,-0.532373616670392,14.82656241823748,2.060636863362403,-5.651270362047698,7.978470612500845,1.1314258623093991,C,Central,0
-2.0100246331645626,-0.384382232631991,-0.22300425246535793,3.94835518939004,-0.2980604607142,0.39874425547020387,0.10450010892506778,-0.3864521249827648,-2.309793595911896,1.3900637679621428,-0.054444090948024576,-1.5699258427251417,-1.9880171915958158,-1.4484461823214034,0.9186847257841326,0.010704397290916434,-0.11699293732647886,0.4014828180533758,0.4792416198545909,0.6710166349919772,-0.22255559291442828,4.043583589382145,-2.1242167095886306,-3.403626963122773,B,Central,0
-0.9991344989000767,4.331062299697062,1.2924081744716274,-3.31440438217176,-0.7806376224372594,1.8820127165324907,-0.07076951682848853,-1.5747290573089794,2.9435216837010327,0.49455444503232204,0.586023744055136,-2.1326447902877055,-2.206090501564848,-1.9271954372584592,-0.4860433353229996,-0.09221844552431335,1.3374480332988723,2.2751063173593264,-0.030687619384100955,-7.643557768756813,1.895740700470141,-5.047809318996717,-7.030284349885507,0.4774859386535203,B,Central,0
7.822986420728254,-7.620663224612081,-4.841575612798143,7.3982631744551055,0.16994187491759277,,1.2723108221343393,4.297441095055034,-5.58163798388267,-2.685123148267921,0.5040272471616077,2.9507688114712205,4.646012379563929,0.2934996407169068,3.042304408034693,5.750468941847851,4.878314469461073,-1.608993376179935,0.21497274266798236,4.209404580711822,-0.5925251244728789,4.753895827261591,7.070592093218095,0.4499540776587563,D,North,1
-5.668743233549693,-6.166649026201409,-1.767495624391561,5.666909863897665,-0.025487037055611343,-0.1150834606912099,-2.9930921249426015,-3.5606783301738893,-2.2907956803864855,-4.205992865010064,1.216071919120379,0.2599671387674538,4.164366131078955,1.1114422463806588,-1.064304169061631,-0.8054118682484732,0.1936108126292937,-2.1121106329429677,-0.4257781623144803,3.6881167649362645,-5.50622660046912,-6.858327911920438,0.41801768074281553,4.970844719097682,A,North,1
